Date,GLD,IWM,QQQ,SPY,TLT,VNQ
2006-05-12,0.010151734206241119,0.004745374368484746,0.0020670828059848557,0.002462104767963769,-0.0013440575011044334,0.003867602636714279
2006-05-19,0.008730180655554476,0.003508635277225398,0.0009217746010624615,0.0015841201868474252,-0.0010664643173533565,0.0028489982910226428
2006-05-26,0.008483002197480808,0.003429854470931262,0.0007112491121424153,0.0015952549115905905,-0.0011987901349726892,0.0036492201154553388
2006-06-02,0.007871747722326284,0.0034954058291663515,0.0008396014173169846,0.001703904035927629,-0.0013479339426221892,0.00373665872386185
2006-06-09,0.0067210190013979095,0.0022885242884871076,0.00038245009541051147,0.0011439184954261982,-0.0010653016777412948,0.0034520612406528
2006-06-16,0.005368567050977036,0.0016192673860855058,0.000309967087925373,0.0008588873076607963,-0.0012704423319967718,0.0026938032453700422
2006-06-23,0.005353004922946812,0.002100417178226825,0.0006769749493436383,0.0012073479888038907,-0.0018899869345407466,0.002716929781326277
2006-06-30,0.006931506152148362,0.002404886457737777,0.0011122268041375,0.0015526024057347003,-0.0015108310645977683,0.0032257081756762443
2006-07-07,0.007565450790796248,0.0014805250231363519,3.198348626428063e-05,0.0011652649749762539,-0.0013274894087244393,0.002975466822913573
2006-07-14,0.008625385321959918,0.0006467956095156788,-0.001444288961877825,0.0004506545970134348,-0.0010225439799486776,0.0028085405705000556
2006-07-21,0.00719459705321141,4.256583597230202e-05,-0.0018334595844318171,0.00040821263053546165,-0.000870939959590739,0.0026722871444114634
2006-07-28,0.007459114792938255,0.0007037980938975653,-0.001166410741344183,0.000992403711171931,-0.0006970688653850506,0.0028611847980950737
2006-08-04,0.007465219356175815,0.0012416883534598173,-0.001200862023820804,0.0011595585898769368,-0.0002511881397236949,0.004070032552027662
2006-08-11,0.00660108514251467,0.0008070961778892885,-0.0012887393543602676,0.0009520611141398406,-0.0008003453107829852,0.003562654868403831
2006-08-18,0.00647062089648549,0.0018552338700112635,5.788450985759768e-05,0.0015937602732680675,-0.0005909285503803276,0.004117985313831717
2006-08-25,0.006694833101312115,0.0016695279368008134,2.6280240856842803e-06,0.0017342444205011368,-0.0005839463945635679,0.004285066415229171
2006-09-01,0.00652951005170695,0.0017817760662859825,0.00022592262775245926,0.0017323121039284697,-0.0006441345447821294,0.004020064521626083
2006-09-08,0.005804887108885595,0.001092771047621473,-0.00036910733962956387,0.0012017547595789097,-0.0005027270531494315,0.003808124208948183
2006-09-15,0.004333147298918175,0.001782893049800796,0.0004272716632369477,0.001621392023934156,-8.142297180353143e-05,0.004446080863120617
2006-09-22,0.004506093813246288,0.0019378156317564903,0.0006317828843109554,0.001873327929466456,0.00029441163334321664,0.0048543124180365355
2006-09-29,0.004648611985249719,0.001768794118075723,0.0006551944377274957,0.0019278023891530578,0.0003217747219812089,0.004370755263983588
2006-10-06,0.003559573842992682,0.002840377579793058,0.0015651409870235384,0.002676287567915267,0.00015087011011813645,0.005658369753976273
2006-10-13,0.0043142197744186405,0.0038186414216959444,0.0021740473150972535,0.003057393875420325,0.0002476182038682499,0.006329191893216079
2006-10-20,0.004498448129477658,0.0037088857906192804,0.0017321617941492228,0.0031746344905028406,7.9398073451723e-05,0.006314894540732431
2006-10-27,0.004413013356692855,0.0038335641299775134,0.0019431523783896517,0.0030544653758908984,0.0007538435293543808,0.006014934273446173
2006-11-03,0.0060390263153829215,0.002775622606409085,0.0009515959641842382,0.0024951874426770502,0.0009913697969954633,0.005746876678102646
2006-11-10,0.005560065080370759,0.0029281038571649614,0.0011496630536944495,0.002475026612294265,0.0009814837444015424,0.005104323310540262
2006-11-17,0.004670018677608014,0.0033087044286616444,0.0013626041685692821,0.0025642197550242328,0.0008615486559188903,0.005223167136358675
2006-11-24,0.004820860430558959,0.0029961860593185094,0.0013108819969479093,0.0022496863132278637,0.0009254911103365288,0.005862886243025529
2006-12-01,0.004660649312478761,0.002562468652406646,0.0007789555485638573,0.002274255391811881,0.0012987450306803903,0.005955460112255519
2006-12-08,0.003250651517466034,0.0028584870984927286,0.0010633186812111573,0.0025171346787216135,0.001040349480874094,0.005906672085572417
2006-12-15,0.0037894706491829033,0.003113212247796915,0.00133582757853859,0.0026424426617131713,0.0006838076465678904,0.005568279164540262
2006-12-22,0.003981791262390667,0.0025971229297307714,0.0007588050146372996,0.002365635176778731,0.0003789627113995519,0.005094549882659329
2006-12-29,0.0039101628086114035,0.0032273678332731615,0.0013270112350224476,0.0028285565250460642,0.00013576514931836728,0.005810806526367069
2007-01-05,0.002180547392739007,0.0020888360498835363,0.0005809785592341034,0.0020837265402880597,0.0003423219893997288,0.004653595859927733
2007-01-12,0.002203292475345686,0.0024385568822460537,0.0010761638042181994,0.002413780351470619,2.3550200273419196e-05,0.005462641357813834
2007-01-19,0.0025417646016753057,0.002185690589363302,0.0013761951026559226,0.0027666439482898,-6.038004394781926e-05,0.005920722500702432
2007-01-26,0.002746406537316169,0.0015680089552104462,0.0007163656573741515,0.0022851153072423695,9.541069258342497e-05,0.005757300809653449
2007-02-02,0.0024809208408944723,0.0023610681695639154,0.001526301593963234,0.0029869838999239326,9.73046202385019e-05,0.006355623726328725
2007-02-09,0.003614684658309582,0.002536859389912225,0.0013851873199867014,0.002814843191126325,0.0003086563174946634,0.006718353580064328
2007-02-16,0.0036247854473807285,0.002348600862689844,0.0016285301135453936,0.0027257784464930286,0.00039113043351753264,0.006056470130357179
2007-02-23,0.0037784465231747283,0.0023481099145406348,0.0018403408921905705,0.0025795936893752017,0.00041333109576031343,0.005644087021076548
2007-03-02,0.0023846598308038284,0.0011490805132530885,0.0005329392900165033,0.0017782811735651501,0.0010780883676038135,0.004667026746112425
2007-03-09,0.0034028991766722537,0.0017143945736506658,0.0011529908843386475,0.0020940865564618577,0.0011341271648998826,0.004342695640075054
2007-03-16,0.003057911453318,0.001029423276042402,0.0006893693685832668,0.0014828459057967941,0.0011069290534441575,0.00328605147205723
2007-03-23,0.003010243834479746,0.001533686762080254,0.0013297573818959554,0.0022064033801675576,0.000826818529337371,0.004301834135364619
2007-03-30,0.002375805733577752,0.0010706101805485096,0.0007796910533012899,0.002075277803283877,0.0012013239453705633,0.003862125367440107
2007-04-06,0.0025391702684561673,0.0015533396464422538,0.0010514046824841956,0.002419280735058996,0.0014798041256817,0.004768789227507694
2007-04-13,0.002522608172124919,0.0018877497539120807,0.0011904299665175763,0.0026863445110847,0.0014909746864265076,0.0051652536560969
2007-04-20,0.0016047084919644595,0.001571824921723979,0.0015565029309575244,0.0027570133265038457,0.0016351774301053693,0.00466637883588929
2007-04-27,0.0007162535477055019,0.0017415667199580864,0.002114630085206738,0.0028275359344034907,0.001710920341567006,0.004816205220260137
2007-05-04,5.648765801849783e-05,0.001481092641682852,0.001997469023223346,0.002852494174489925,0.0020019311427269906,0.004246672588183854
2007-05-11,-0.001306132511365462,0.0023933499102971713,0.0029794850758159876,0.003326818364468377,0.002132540906178842,0.004978085968940647
2007-05-18,-1.7604058228307917e-05,0.002673605651448521,0.0033568811283224997,0.003870964392473686,0.0014460180221972539,0.004080782504366756
2007-05-25,-4.7321567423580984e-05,0.002654693665765037,0.003181247267826653,0.0035607273389129234,0.0013719175211046577,0.003724822087457682
2007-06-01,0.000870373376778392,0.003010189397196346,0.003513900813757073,0.003768711040941758,0.0010644235900599923,0.004413230820710123
2007-06-08,0.0011634253459175113,0.003577156886133192,0.004034623112277565,0.0039374723043456425,0.0004481712363646537,0.0035850580642896655
2007-06-15,0.002253199787799171,0.0041094224580527465,0.004286515763704328,0.004299791514301781,0.0007418656318225691,0.0036160730924311305
2007-06-22,0.0021293516166717924,0.0038116697829982805,0.00419186567493139,0.004012990811269762,0.0009620392062901634,0.0030957748528079917
2007-06-29,0.0009318394064947826,0.0029996410153111824,0.004007508109676321,0.0035637017980594075,0.0010767000848096709,0.002209865598736375
2007-07-06,0.0007024474647696287,0.0037707574853877595,0.005053246051816852,0.003988446748783136,0.000697141720145569,0.0025722166454526826
2007-07-13,5.249539811791913e-05,0.004618401654640973,0.006372601731515202,0.004697249346424148,0.0007056377340687307,0.0027502588160102305
2007-07-20,0.001747425593918373,0.0044643906034565525,0.006559161691688526,0.004462038136527843,0.001024297779867346,0.002103209298394675
2007-07-27,0.0006883838979371674,0.0020475718090742076,0.005005964685995934,0.0027658036064109634,0.0012341554246578846,-0.0005379241379286001
2007-08-03,0.0007078179110304903,0.0017374496157047709,0.00485928312914203,0.0025583816546674984,0.0012363645608388517,-0.0007179494854260809
2007-08-10,0.0011487136744765616,0.002983157372319398,0.005022268137571227,0.0028590431486845078,0.001033509547407396,0.0006917987332707422
2007-08-17,0.001211764136565256,0.0021417639099548347,0.003469243032896165,0.0023097651720918842,0.0008854266251454172,0.00040369256235444224
2007-08-24,0.001305811797293552,0.0028054082487064366,0.004472909801458477,0.0029148393028818305,0.0009709476856790939,0.0006879044457186268
2007-08-31,0.0013098598022499425,0.0019854504635004595,0.004360716092624817,0.0025816081725929343,0.0010482864725384845,0.0005253690952092999
2007-09-07,0.0025920774008951096,0.002074830698441002,0.004285176005067178,0.0025500662276014383,0.0015260553514541305,-0.00011503759388177708
2007-09-14,0.0038136156590525233,0.0016024264619633635,0.003986610955361416,0.00258829623316395,0.0014142126357163767,5.361041202905178e-05
2007-09-21,0.004083661955049306,0.002595262833264815,0.004552334616544069,0.003143314015342967,0.0004951821516920556,0.0007755725827909191
2007-09-28,0.004075951465414046,0.0022374920252008212,0.004576596778461217,0.0029141700651370015,0.0007339053461141133,0.0007789767157181345
2007-10-05,0.0048663098675028596,0.0027993477069102515,0.0047407044559419475,0.003117177027864163,0.0008837073660954442,0.0017617442043240269
2007-10-12,0.004649688191909698,0.002110462486947844,0.00452952812663303,0.002946939771832157,0.0009849511130227517,0.000782389507046873
2007-10-19,0.004864932305886713,0.001069601546593596,0.00432977962300053,0.002080169461207244,0.0015103525421041421,-0.0006803004289181192
2007-10-26,0.005162160160202035,0.0016299239968454156,0.004772668167104122,0.002431322017236525,0.0012310752731704362,-0.00014858093752460194
2007-11-02,0.004768038135527739,0.001373163850828552,0.005074598545867113,0.0023179662154837227,0.001429562673560646,-0.0004116341078815654
2007-11-09,0.005267411468615586,0.0002844605514442519,0.0029475799665658535,0.0012933816985971844,0.0012039554419094518,-0.001296221740244423
2007-11-16,0.004421516987072676,-0.0003694913966328558,0.002495616584371488,0.0010784049747185594,0.0014107588631521095,-0.0016088731545648117
2007-11-23,0.004740209909830769,-0.0006747397893398769,0.00217524578781319,0.0008677730164799246,0.0015408089594876055,-0.0032949027889940083
2007-11-30,0.0035999284580159694,-7.971929302395005e-05,0.003165420323445634,0.0014807224872793556,0.001432716584504423,-0.002722637074911139
2007-12-07,0.0045467534743631795,0.00013079575586713658,0.0034385492017452797,0.0016057287667597747,0.001215817001076817,-0.0021957705339058216
2007-12-14,0.0048553742785068105,-0.0007731517823694654,0.0026779500905732743,0.0008915724960704689,0.0010843861863156635,-0.0033306865603548483
2007-12-21,0.005034665012761796,0.0004883169915782808,0.0036876235924616337,0.0013344389655354264,0.0013810641583134806,-0.002739380311999916
2007-12-28,0.0052380404960825,-0.00018078553694904993,0.003573751227105719,0.0011078704543290017,0.0017699001412413576,-0.00362837857884056
2008-01-04,0.006673184785224506,-0.0010146236567420883,0.0019557429811253874,0.00045671987222735356,0.001969692115548398,-0.004632317901524409
2008-01-11,0.006808338083411273,-0.002075858909353273,0.000781843051057234,-6.774626134080987e-05,0.002209262851085398,-0.005322189002816123
2008-01-18,0.006299795040348938,-0.0026161421380783787,0.0005641740794783456,-0.001154694439122383,0.002481795167214138,-0.006529130743906966
2008-01-25,0.0065692636728984,-0.0023383335738916136,0.0002416604800391648,-0.0009193642813739828,0.002811681966298977,-0.005257794091720882
2008-02-01,0.006332936589403452,-0.0017389785747495556,0.000670043064543209,-0.000355758896429529,0.0025913732109493002,-0.0045624090247593976
2008-02-08,0.006142080615859096,-0.0025482056439797445,-6.59324218847871e-05,-0.0011583760509724925,0.0021852875086749023,-0.006253928482642736
2008-02-15,0.005677420902022731,-0.0026979339249631465,-0.00032949350917681593,-0.001099207257489429,0.0015876903744733652,-0.006136073104515743
2008-02-22,0.006180820986450727,-0.0030060980164461,-0.0006261637405399505,-0.0009742010209646925,0.0015736488941106921,-0.005702038330070164
2008-02-29,0.007920767639698338,-0.001928723993971706,0.00026877620066995144,-0.00033299603029836745,0.0016645356586983268,-0.0048340537748456786
2008-03-07,0.007740451738511571,-0.0030836275573432716,-0.00033198634275389275,-0.0012233003981294577,0.0014944861885557903,-0.005422448902079286
2008-03-14,0.008147350889517945,-0.0028060566119415386,-0.0002171453551157563,-0.001004431917160979,0.0019669872148524,-0.0047499685226686204
2008-03-21,0.0061945554564547855,-0.0031825926378510404,-0.00039420131959125055,-0.0012095152145173021,0.002631511624711092,-0.0038519077935364925
2008-03-28,0.006437996388208051,-0.002759642040832256,4.241302149408795e-05,-0.001105356743307027,0.002417008470090546,-0.0037985694197877865
2008-04-04,0.005768898213312242,-0.0021779395522545657,0.0006130880234062572,-0.0006353047306820365,0.0024726797684387495,-0.002798954752711802
2008-04-11,0.005711516990854726,-0.003062009803346489,-9.993969598112364e-05,-0.0012782861788897789,0.002705953710158875,-0.003454826886754233
2008-04-18,0.005325496437326603,-0.002482551172230437,0.000607124279931484,-0.000988494516162646,0.0018879877201655906,-0.0028170177101159636
2008-04-25,0.004922897440507944,-0.002469927484694177,0.0002981141902772667,-0.000950982873837598,0.0017599907094443883,-0.0023177299949225694
2008-05-02,0.004142305603030294,-0.002366653140509052,0.0009229802100623089,-0.0008675875957070808,0.001547277610391452,-0.001984117186496171
2008-05-09,0.005274506331847109,-0.002535222321115073,0.000639136862575959,-0.0012179380520587232,0.001822391674499819,-0.002791156819537269
2008-05-16,0.0059116140200333655,-0.001744300672173364,0.001372867119944961,-0.0009273365465150808,0.001961422610747725,-0.0008319479890416826
2008-05-23,0.006536923517005017,-0.0023802038518852637,0.000771280937020432,-0.0014987006133734884,0.00207105862685699,-0.0017841415938533284
2008-05-30,0.0052839970206983115,-0.0022444114637782675,0.0010746545239018206,-0.0014243737039038192,0.001855292133713394,-0.0025054247449575484
2008-06-06,0.0062883762463652095,-0.002013851640864387,0.0009101242724734725,-0.001605664959186629,0.002433504715637465,-0.002244126802033661
2008-06-13,0.005390225573664179,-0.0025110837878004697,0.0002891125663137552,-0.001964871930905506,0.0020540982038499615,-0.002196229540243311
2008-06-20,0.00609764394045765,-0.0023845689556191655,0.00011126617362192642,-0.002206274169089635,0.0022403331699540805,-0.001963980658074469
2008-06-27,0.006786887612734728,-0.0031842327014508696,-0.0007459382744950583,-0.0027921632419882696,0.002449395845241625,-0.002847795788747388
2008-07-04,0.006705169809800981,-0.004451777931907864,-0.001682935367475291,-0.0033002697024746017,0.002778203658700085,-0.003924664366160282
2008-07-11,0.007027895349982282,-0.004261708867388149,-0.0021181646174336277,-0.003913692886942319,0.0026181409993388,-0.003947697706991826
2008-07-18,0.006380567917251205,-0.0034294613917890595,-0.0021629295891859622,-0.0034158384618060075,0.001873831077696523,-0.0026586681498322936
2008-07-25,0.006494964244777642,-0.0013399254498837273,-0.0010636084210106007,-0.002411378676839865,0.0015147491844814827,-0.0005325857624578016
2008-08-01,0.005672411265913216,-0.000818378164336714,-0.001000220041418587,-0.002133052331429729,0.0016632813552157676,-0.0003677198235535035
2008-08-08,0.004570553293608098,-0.0010427897662319868,7.473196076051483e-05,-0.0017711835936443901,0.0021685733119360963,-0.0005697735216235939
2008-08-15,0.003411784191553103,-0.0006149906034970734,0.0008117435393733493,-0.0016526353460274285,0.002226803310093354,-0.0006053723882166918
2008-08-22,0.003925313722870319,-0.0012790350267699658,-0.00022691608468167941,-0.002204749802870217,0.002001599666406419,-0.001467114746480915
2008-08-29,0.003955264967929284,-0.0010133604027859292,-0.0010553249622209083,-0.0022365542550437864,0.001933830842805429,-0.0013776748044626304
2008-09-05,0.002489460427819105,-0.0013545585658357754,-0.0019486582944971526,-0.002701320606154011,0.0019535168085916426,-0.0009832476380687977
2008-09-12,0.0014700458640984628,-0.001280373085747835,-0.002348260693310593,-0.002813943739429646,0.0019276736321627772,-0.0012727844835399551
2008-09-19,0.003321876427133636,-0.001256099860805437,-0.003021754377678416,-0.00348925883377844,0.0021671798631800864,-0.0010175706049169958
2008-09-26,0.0031603868308008915,-0.0021968550095415504,-0.004252241953577901,-0.004079739426264207,0.0020945873701118385,-0.001982925783474217
2008-10-03,0.0022685501360150072,-0.005445499156855603,-0.0072151798444828035,-0.006237209822601974,0.0027554136210334343,-0.006102860969573067
2008-10-10,0.0021054099490890317,-0.008807224120141401,-0.010245989656310926,-0.010537958657542241,0.0026090859947153094,-0.00796421256376786
2008-10-17,0.00037982404487570305,-0.007782080331233862,-0.009257844755200941,-0.008703566449661226,0.0015763603388857462,-0.008436994159134775
2008-10-24,-0.0014066933192863741,-0.010427834508345528,-0.011533917229260867,-0.010521566884246448,0.0021450351984762753,-0.012712781165620654
2008-10-31,-0.0021623513076360085,-0.007326070660849985,-0.0096224762133987,-0.00816642895538167,0.0011548248823155345,-0.008683248455179812
2008-11-07,-0.0024101039482334508,-0.007820636438155672,-0.009014062233255814,-0.007978873873477232,0.0014644275617920173,-0.009259998041909407
2008-11-14,-0.0011334211640949181,-0.009671577299736335,-0.010534749747758589,-0.009608532651934253,0.001423150946506248,-0.013110524111784606
2008-11-21,-0.0005766062913935987,-0.01159038465454849,-0.011963164674599819,-0.011032966129869488,0.0026559142427931867,-0.016438926716341302
2008-11-28,0.0007296435655265242,-0.009058826587636796,-0.010832031979561372,-0.009228072864868184,0.0030392057144060423,-0.012921793797346655
2008-12-05,-0.0010250803718456795,-0.010025446910712872,-0.01132982247872094,-0.00998365899551949,0.004417555344202724,-0.012687813562702628
2008-12-12,0.0005528339111154531,-0.008824006572730672,-0.01033787798052088,-0.009270603043996194,0.0049841819513482865,-0.010771514186904252
2008-12-19,0.0005980181240178146,-0.008997247901268397,-0.010542918222395052,-0.00951562741218308,0.006382699615682001,-0.009428858211530767
2008-12-26,0.0005931664908732513,-0.008869869418909946,-0.01100777802528238,-0.009633480725725454,0.00598478490333057,-0.009339299485184712
2009-01-02,0.0002468983896470802,-0.006662338458623849,-0.00847966155898293,-0.007596193390091701,0.004879217704490955,-0.008036192842285749
2009-01-09,-0.0010392726326395947,-0.006974377016214593,-0.008539993730772372,-0.008255420996882453,0.004285683630891173,-0.009402858914280833
2009-01-16,-0.001065068574134416,-0.0068055441864181086,-0.00825254113173937,-0.00800221115596584,0.004290075130557366,-0.008913013538683817
2009-01-23,-0.00038069289200637,-0.008044632037827336,-0.008009947144092503,-0.00859039827089807,0.003052100301027213,-0.011417002598922001
2009-01-30,0.0004172896031308167,-0.009134668066206246,-0.008590824942908694,-0.009578127561894368,0.0024134360472787306,-0.013223567138391
2009-02-06,-0.00030030463045544094,-0.007296417208365069,-0.0062615698362926,-0.007719483771255958,0.002505278820956906,-0.011167417060755568
2009-02-13,0.000719782895550936,-0.008312967807856463,-0.006943433811352131,-0.008972732960365208,0.0029050256349399044,-0.013952817679564234
2009-02-20,0.0008873142626677859,-0.00977181417225745,-0.00789392518429771,-0.010323606135756468,0.003157205577760088,-0.01484324645706691
2009-02-27,-0.0007232385655317928,-0.010569510375038161,-0.008483787915895399,-0.01095370944588177,0.0023195787576417133,-0.016232000775413206
2009-03-06,-0.0007759502111602545,-0.011787346204795905,-0.008964666242888641,-0.011703281370936843,0.0031583538271605575,-0.018203054443868525
2009-03-13,-0.0015006813101605583,-0.009686715002714345,-0.007340602222730564,-0.00978516832078241,0.0023049863441648747,-0.014851966724373018
2009-03-20,0.0007714286598532207,-0.009776766507099303,-0.007410250067272042,-0.009949969125491571,0.002090169186383737,-0.018377719343400822
2009-03-27,-0.00025069660669098143,-0.008595678865955829,-0.006536401424805118,-0.008676020266598474,0.0025335363086627294,-0.0168935023760009
2009-04-03,-0.0005753231316859315,-0.008224641651782529,-0.006625095224779855,-0.008832544783110498,0.002273502199525854,-0.015021311639053138
2009-04-10,-0.0010808727515662412,-0.007138246357620204,-0.0056033034242708914,-0.007982469329530907,0.0020719929943700177,-0.013290305638433352
2009-04-17,-0.0011815155221513776,-0.007488634395628978,-0.0064158935475983805,-0.008421546336717153,0.0025414085151636654,-0.01316450863653663
2009-04-24,0.000532442318241359,-0.007602677556362912,-0.006378057611420151,-0.008669438081379812,0.002524486031655254,-0.013102627316764566
2009-05-01,0.0005314490771021358,-0.00729713547539064,-0.006643402691298166,-0.008659732178607363,0.0018840730584332001,-0.013829264654589448
2009-05-08,0.0005550652352095974,-0.006172913913342661,-0.006499800851460722,-0.007219075477147911,0.0012635282649552002,-0.011534630586043683
2009-05-15,0.0005216535981451725,-0.0080868530341021,-0.007694064294614141,-0.008636799277175866,0.0020191388066824463,-0.014628583162182792
2009-05-22,0.0006058739260825531,-0.007616873649933676,-0.006887413772042933,-0.00788081607680888,0.0011281651064864136,-0.013135844372549912
2009-05-29,0.001833887680407084,-0.007326476693603304,-0.00656927419447457,-0.007512088684171677,0.0015741023640346943,-0.012258276988093793
2009-06-05,0.0009787427862583205,-0.006004618832292316,-0.0054423951664824425,-0.0065322722303109435,0.0005595129408584175,-0.010693602300814724
2009-06-12,0.001370501174536159,-0.006000320487193771,-0.005249855040354059,-0.0064050100826917545,0.0009920044428926443,-0.010944432594502793
2009-06-19,0.0006274358877341031,-0.00634578642423546,-0.005117015081156426,-0.006360974283592767,0.001153852642962877,-0.011702570103745761
2009-06-26,0.00017162961892178578,-0.005608099825579902,-0.00427410885170129,-0.005801580703421991,0.0012225783918046404,-0.01079815453201641
2009-07-03,-0.00016995229628395458,-0.005211114571042687,-0.0042510549769986744,-0.006046561886148438,0.0012081166887170116,-0.010985901350189505
2009-07-10,-0.0011620696672859044,-0.006134209244100814,-0.004591749173112847,-0.006067049323865848,0.0015789462380225482,-0.011709376139750214
2009-07-17,-0.00046296574774067187,-0.005126785491777406,-0.003203152420338218,-0.005092785100552061,0.0009151270294942133,-0.011113220036623657
2009-07-24,0.00035740570001700507,-0.004573767248463004,-0.002746081498099645,-0.0042297218458132065,0.001025348512693148,-0.009775239556934878
2009-07-31,0.0007949118184993031,-0.00450656022842327,-0.0023836939333861237,-0.004187118068173942,0.0013530781302434403,-0.009363788601776397
2009-08-07,0.0020136321645109452,-0.004442682355887932,-0.003193312522668937,-0.004210698769310765,0.00042449002920215764,-0.006884576683844353
2009-08-14,0.0034739534253093725,-0.005186946118295431,-0.003652617988870705,-0.004407326157301697,0.0008066815913001078,-0.007960609340085745
2009-08-21,0.002771694250315578,-0.004235601242004987,-0.0030655648954798333,-0.003918834568964204,0.0008847646144673519,-0.007305724421008543
2009-08-28,0.002667971027236536,-0.004318230278170869,-0.0024311749805678217,-0.0037144378453042464,0.0012822532540678192,-0.006918737056701286
2009-09-04,0.004057025232800932,-0.0040629213653099756,-0.0013224139534246911,-0.0032977126525923477,0.0006796725282751904,-0.007951875520503835
2009-09-11,0.005155777185424059,-0.003443230458879874,-0.0007686411713064528,-0.0030501335895305524,0.001087379481030156,-0.007015330265915552
2009-09-18,0.002647426542315157,-0.0033721651582974926,-0.00010540014311256435,-0.002412279563947387,0.0010970109451853998,-0.00621578778759454
2009-09-25,0.0021721035164487014,-0.002870338293813924,0.00038997459309658174,-0.0023123073612087135,0.0014295823285169827,-0.006411102292983284
2009-10-02,0.0033624489223808567,-0.0011774747856392316,0.002450656346378353,-0.0009269052924554808,0.0010505012735457539,-0.004388500798755875
2009-10-09,0.004070896703167864,0.0033570166897089627,0.005963005047886442,0.004189512258306795,0.0007251675303176252,-0.0009980585039698823
2009-10-16,0.005575885929059757,0.003530134925574024,0.005505824311138792,0.0034824151916011186,0.0010562095024118155,0.0006491729436349119
2009-10-23,0.006921085408726253,0.004966841173601914,0.007399792560217598,0.004655877831743142,0.00037802891210205196,0.004295238220765827
