Date,SPY,QQQ,IWM,TLT,GLD,VNQ
2005-08-12,0.003528960353457224,0.0019483153865273168,0.0018674847134788294,-0.003187153814890512,0.0012930057447010617,0.0015422801798732773
2005-08-19,0.0035861543873850453,-0.003878340186359226,0.0007480188382900755,0.001033319881852777,0.005511960966993364,-0.0023494635429717327
2005-08-26,0.004891609160613828,-0.0012344922278932132,0.00237841499112442,0.0016238646714594462,0.0005124066620502243,0.008067738082605462
2005-09-02,0.007674493134508457,0.004372281204533209,0.0016136819057777727,-0.0010541917849842943,0.0006760958329685125,0.002925455041543036
2005-09-09,0.0015162779524181475,0.005405995650350791,0.0003467065402707907,-0.0024119988572864383,0.0020213188628880594,0.005584802551394802
2005-09-16,0.001887605829191143,0.003939089450749541,0.0010051966810289837,0.0036578062815327927,0.003011611468915936,0.0012542424123774707
2005-09-23,0.0034207689768355016,0.006358216683525791,0.004800176156504213,0.0009137657891682297,0.0007664180678168715,0.0024682461836564515
2005-09-30,0.002246021959929389,0.00022715429274499166,0.0008603738403399458,-0.005075554987303159,0.0014263553968018384,-0.01007520734789849
2005-10-07,-0.004071290377155842,0.0031994645549519684,-0.0004803223348516279,-0.0014173033988012155,0.0015579650711664672,0.00010703641232776477
2005-10-14,0.0015279887134995334,0.014514790805232807,0.006693368298729183,0.007310472576262749,0.002878443650169424,-0.001559705816180092
2005-10-21,0.0038151088293167097,-0.0009252653630004448,0.00028560298425799144,-0.002408523052709066,0.004203116734092089,-0.0007151376771686464
2005-10-28,0.009409101369256974,0.002930160666450964,-0.0010586404419043155,0.0002137243408436018,-0.010877879985255768,-0.002709439173778896
2005-11-04,0.0016093480535080416,-0.0009401543669015227,0.0022754401496716775,-0.0032189186478435864,0.005347946192213149,0.002946453411798583
2005-11-11,0.002028036816634372,0.003206945540835059,0.0018082720380682962,3.0352868702379098e-05,0.007027819888583251,0.00484465041082807
2005-11-18,0.002028036816634372,0.0027693630098687754,0.0019310272301536595,0.00010231922282020166,0.010961788897583315,0.007268098374594842
2005-11-25,0.0004787460648118415,0.004109447056450042,0.001636936964855575,0.000500700333365864,0.003932356362372878,0.002888019018370807
2005-12-02,0.0007425440690276994,-0.002374246695967231,-0.006488893121725402,0.003223547500738008,-0.002156818168838005,-0.0004227516118839983
2005-12-09,0.0041804915580529916,0.004626752633476116,0.0013312822709627859,-0.0012439063461329425,-0.01732777835198914,0.003934796816244939
2005-12-16,0.0030083982453496636,0.003560525895109657,0.0024743270806625623,-0.00033866767110661225,0.006128709980090367,0.0036152746380249054
2005-12-23,0.0005263590352793394,-0.008702059563273858,0.0028229305067009555,0.0017593649784384872,0.007172606560197797,0.002563097047877647
2005-12-30,0.004097629554618117,0.01086811366816079,0.0014190018517015273,-0.0012647188304905708,0.02418803854330315,0.0065783227084013
2006-01-06,0.0022927553303400687,0.008485375473046352,0.005889609655140742,9.370359272771434e-05,0.007384053746723076,0.005561704469792627
2006-01-13,0.0010859106062904597,0.0018090607299891478,0.0027231348422152345,0.001221696565179859,-0.0041067017200365095,3.085890843465501e-05
2006-01-20,0.0008135801105648281,0.008045122969214112,0.0080154210703151,-0.0021156174192024113,0.006303466283079973,0.008264114154561278
2006-01-27,0.0023463722613318635,-0.007204968649925857,-0.0018511312135493672,0.0014200920927224356,9.388636386982689e-05,-0.0006986345160205004
2006-02-03,-0.002259218335138302,-0.0010866331784637243,-0.005656424432712556,-0.0005588730774632149,-0.0032397190683146012,-0.000258353200338805
2006-02-10,0.0022494511670343334,0.0006091177137437959,0.002446712980284157,0.0033498048393119026,0.0037300358853370325,0.0074025783718052116
2006-02-17,0.0026417329066597307,0.008023538001402904,0.0026346398213975344,-0.0006052524443373967,0.006807093170335921,-0.0018411944564357416
2006-02-24,0.0008228107741020255,0.004126780852514035,0.0033036355407870892,0.002455429557164718,0.005233072587293926,-0.00037065242191665663
2006-03-03,0.003403352172018711,-0.006598875218839297,-0.0013424108345126747,-0.0009982609775046726,-0.0027665404640044916,0.011081458529638868
2006-03-10,0.003830784337065969,0.005306621018114761,0.004595766946005071,0.0014715102560550614,0.0008032525301592088,0.006204584286642614
2006-03-17,0.0022773238608253046,0.009198070308056736,0.0021514173292155525,-0.0011898875115520739,0.0030897214535603335,-0.005566324457295197
2006-03-24,0.001955091172673835,0.0067096960588301615,0.0016091848386592554,-0.0006134483412868968,0.011769859110692152,0.0013881290829243671
2006-03-31,0.003313275114861327,0.007439059057200398,0.00268831071488577,-0.0021699597914711585,0.006306670226458629,-0.00791494403953902
2006-04-07,0.0033085017683149,0.005131813543308623,-2.1661632477687924e-06,-0.002813502630349539,0.0052472562982249,-0.01173400042993455
2006-04-14,0.003067269652738893,0.00403607079268976,0.003526945956863554,0.0010389009790746514,0.015922959236312238,0.01420604165809748
2006-04-21,0.002977433750401854,0.00992985611834364,0.001520689817841555,-0.0009275718105273553,0.010262980429407341,-0.003244427479980264
2006-04-28,0.0016921954521748996,0.0027257282174361582,0.003713105343882539,-0.0002419923661667963,0.020916379345600877,0.0005608608823795397
2006-05-05,-0.00034951384103014025,-0.01242993469223454,1.5658679815736986e-05,-0.0004269719769976943,0.026852170004084696,-0.00045106386332271906
2006-05-12,0.0018583019806165245,0.005860028463726155,0.0021105119607802572,0.0005777320361806216,-0.0664176334573608,0.0028864283281763944
2006-05-19,0.0038334382797369703,0.003198638899445489,0.0002550092203424415,-0.001291233667834031,-0.008830294104846157,0.01043754132862424
2006-05-26,0.0018198723723111033,0.0034641391727473036,0.014514951425257862,0.001747305178591401,-0.013360016578631164,0.003007748192347088
2006-06-02,-0.004028645807690545,-0.006262612782481041,-0.003511624421761899,0.0012500224758382802,-0.0354551184850325,0.0020099867566227003
2006-06-09,0.0009252266019810622,0.015130886387158926,0.0016243699170324477,-0.005061950897246928,-0.029292609648668942,0.004395709135996766
2006-06-16,0.0017960678222633524,-0.0021279600451076398,-0.0003177721816906171,-0.0016359229545973982,0.008845338227100886,0.0006415741210249019
2006-06-23,0.0030949774938658324,0.004345457191214827,0.017522896820187678,0.0029452269741551693,0.026201009202905284,0.006710515215985647
2006-06-30,0.002877927355600369,-0.005621837607067085,-0.005859290457272825,-0.00021168504970887154,0.006824102761092394,0.005270580791556796
2006-07-07,0.0009210214292187113,0.0050284681788238025,0.0005730376670049619,0.003044621084031553,0.016466545138816496,-0.005154721494176127
2006-07-14,0.0030669864876090337,0.005322395008666838,0.005254576547623763,0.0011033641243858169,-0.040934710993383534,0.006284147812841432
2006-07-21,0.004438425174727929,0.0035736118206420144,0.004289462223498434,0.003086469574135959,0.0059257000137857944,0.006573094798769368
2006-07-28,-0.0010223719196262742,0.007765909324531418,-0.00044299463577049777,0.006624664901210058,-0.005400655168210636,-0.003187939184403337
2006-08-04,0.0008574413131610956,-0.00217325504981518,-0.007153223918334726,-0.00039735626114192896,0.0020593686534329833,0.0011559615529391555
2006-08-11,0.003018412006747913,0.01087120949092869,0.010372024686877484,0.0007102601312981811,-0.007029248569916282,-0.0005963407352105705
2006-08-18,-0.0005275038510731668,0.0030700328596927062,-0.006073301579077903,0.004602027334039236,0.004804144442075254,-0.00393912638235709
2006-08-25,0.00264972465624101,-0.0009140865814186372,-0.005501603557769136,0.00480054676595361,0.004737572918225789,-0.0005047241789616648
2006-09-01,0.001949284967335145,0.008589458559573618,-0.007135603750755286,-0.002491278389072967,-0.002356486909928992,0.0021474227705681154
2006-09-08,0.005726411055594417,0.009589479682715762,0.005876616047199216,-0.00014549940614027215,-0.000526740566782581,0.0018695386768078528
2006-09-15,0.0012045681406988157,-0.006404995650012093,-0.001581182762457544,0.00035223893576222123,0.005934769646051709,0.0008325619005154106
2006-09-22,0.0030041419030863267,0.0017029253013883558,0.0012421454879292095,-0.0007449821883065506,0.009622633678554567,0.000141007399527896
2006-09-29,0.0021360258863800615,-0.0011916731326003453,0.004044135796749784,0.006172650829698853,-0.007069549540285538,0.00431220757510057
2006-10-06,0.0019242596208446012,0.004071307290089626,0.007483147352066342,-8.654420893266073e-06,0.008740856733067546,0.0030676631678339984
2006-10-13,0.0009315406821612224,0.0019148659842457751,0.0042659256986020315,0.0054957789419853185,0.0033231507774010892,0.0016365999456519138
2006-10-20,0.0022601009853040737,0.005205504537168591,0.0018514483736620693,-8.475945311700345e-05,0.009811575084802597,0.0006069543582812037
2006-10-27,0.0015353974264566527,0.002781084293910795,0.0018302511502569796,-0.002707851774220253,0.010141599290536466,0.001212608219294091
2006-11-03,0.0019216090458084648,0.004089801521074913,0.001256709240767056,6.739451766329507e-05,0.0022207519563226456,0.002001115554375933
2006-11-10,0.004133433215481863,0.004281540435635677,0.002213376767875858,-0.00019739354642643678,0.0040279666232755145,0.0027693422364417648
2006-11-17,0.0016926448826673852,0.003056408692421668,0.002518725631716093,-0.001357708793811144,0.010218916833777793,0.002606377191704819
2006-11-24,0.001688182765916872,0.005470539581357895,0.004100835082783235,-0.001519283109901436,0.0008916911900238173,0.0010778756198076742
2006-12-01,0.0032772138299313374,0.00183711854458402,0.0007226060491735348,-0.00024238019089779548,-0.0023993700373853735,0.003688213541425642
2006-12-08,0.0030083982453496636,0.005704742883819266,-0.00015668989255755047,-0.001693161325967217,-0.0005582601676493483,0.00041561001853338426
2006-12-15,0.00016818474092754516,0.002087591294796273,0.0004541038221792439,0.0012537013018634358,0.004553080759127667,-0.00252539603449755
2006-12-22,0.0023495431550993023,0.004726697256560894,0.0014526903027055563,-0.000731476096016548,0.009785901880146048,0.021153750080268274
2006-12-29,0.0051242008497668174,0.0037195665498455173,0.005240534329148732,-0.0007797802971931233,-0.01580247523374527,0.004297232806777584
2007-01-05,0.0010226217897955532,0.005576730567587052,0.001520689817841555,-0.002213010393725908,0.004242721798417729,0.002367193240225671
2007-01-12,0.002194636504346056,-0.0026929485380875746,0.00419864698002005,-0.0007876519260142553,0.002392603911225713,0.006939813916837697
2007-01-19,0.0030041419030863267,-0.008354085862530765,-0.00038022577000731283,0.0018029456378714664,0.011243795313905755,0.0025331202272367553
2007-01-26,0.003841359447664124,0.006021647064486105,0.004073062798658944,0.0006642256519409461,0.004766642959955014,0.005004024087101232
2007-02-02,0.002195783021882367,-1.8221640477506338e-05,-0.002865824510682812,0.00013776783756331906,0.011908377563361142,0.0008465196502902554
2007-02-09,0.0009538736120535445,0.0040576299818965164,0.004523415144229654,-0.001094950777457222,0.0022369671444147643,-0.0068371263495301555
2007-02-16,0.00313845945293573,0.003951039306722153,0.0012883560544861155,-0.0005600364995012756,0.00415040616104288,0.00027945160926046365
2007-02-23,0.0017479399014191785,-0.00043265932566197715,-0.00097559409006114,0.0039041429858569744,-0.0021366083718352214,0.0021753402135960545
2007-03-02,0.00032214206765721564,0.007359850695083137,0.0009307064250077893,-0.0012676704782760505,0.006291894957303958,0.007588477303686736
2007-03-09,-0.0013609108574133494,0.000257159347489898,0.0005062234987618314,0.0038022015577384044,0.004479237408252645,-0.00034779129969899107
2007-03-16,0.01588745912379155,0.015314212574711527,0.028997683726766612,0.0010378984296056074,0.0056323864123076954,0.003686018296339078
2007-03-23,0.004891151217819327,0.0020404021700540413,-0.00797170889617204,-0.0012163583774287578,0.0036061009075209903,0.007001306452888591
2007-03-30,-0.0012360993540666322,0.002833029198044671,0.002168184867736033,0.0003900155975808738,0.0009363916410576684,0.0015089646691588843
2007-04-06,-0.0016374613252071893,0.0032429929815805314,0.004237159264938843,9.842999551036186e-05,0.002679096852627086,0.00583256228505851
2007-04-13,0.006411423887400348,0.004215264245190591,0.001555232411199538,0.001999406772614255,0.003283215758664224,-0.000355174000922592
2007-04-20,0.00041117014616737154,0.004824785131865549,-0.001875038700979817,-0.0025078208148510673,-0.0002927358941670956,0.002389085977507995
2007-04-27,0.0014793605052993996,0.004683410579929851,0.0029680262302537843,-0.0011292618579000608,0.0034086776579652146,0.001374463323107497
2007-05-04,0.0012381140127331722,0.0014170248504995415,-0.0004451338382316578,-0.0006263362197455374,0.0005562315336268416,0.002630120102658413
2007-05-11,0.0019897813432225744,0.004842673884095654,0.0036720400159564862,0.000997078055410601,-0.005149940851557494,0.0023608358925780713
2007-05-18,0.00205033170029066,0.00459428935449054,0.002348742899301456,-0.0016965305307954758,0.003591729710535341,0.007670412314156066
2007-05-25,0.002435126735604298,0.0003213195142760452,0.0016350902784062911,0.0010930364435939863,0.005604192947052736,0.021779674449845198
2007-06-01,0.003112175441139435,0.005478157879172858,0.0016350902784062911,-0.012546806854771424,-0.006067499392581501,-0.00914133442430496
2007-06-08,0.0032229153481803437,0.007797118325817196,0.005338171408119512,0.0023024002380216996,0.0022246705006221407,0.0004455560432709933
2007-06-15,0.0020691063235821717,0.007233386214797497,0.0016366135033805667,-0.006216226078573242,-0.0012050225731677871,-0.004788182134239241
2007-06-22,0.0012264048901624676,0.005051357291974475,0.0002923486446998525,-0.0010200250671567237,0.00857196521056313,0.003108360312499284
2007-06-29,0.006658683992932951,0.005171796624612636,0.006347990994631899,-0.001535064188414581,0.004174530065434093,0.012502416484975746
2007-07-06,0.002307843684002867,0.0045654913469910345,0.0013009587359346768,0.0027327273128006525,0.004046125687948678,-0.00302452241509112
2007-07-13,0.0008228107741020255,5.518232734957794e-05,0.004461455705569348,0.0010475615665350834,0.0004575857858225761,0.0008554434977402301
2007-07-20,-0.005830454505321947,0.004239160359269896,-0.0022806654729551445,0.00023205575134071013,0.00381437609106215,-0.032995996588347835
2007-07-27,0.000914548558182935,0.0020234220497197322,-0.002359290493473167,0.003561414922840596,0.00484082708867395,0.006546200597172988
2007-08-03,0.005449304793358225,-0.00036278601209801143,0.01015071582333467,-0.0008567877562039715,-0.0034473613606743536,0.008830337892713966
2007-08-10,0.006342621401515631,0.0023160902038938266,0.016080405693924455,-0.0005491311691644349,0.003285852259012741,0.02540793080285858
2007-08-17,0.011526441787105055,0.007721744353285299,0.0030294807210597004,0.002918088010651672,0.005726518068699298,0.011705837929379874
2007-08-24,0.0013466867481394717,0.006414142121862027,0.00538606836180908,-0.0006756589817891307,-0.0008950734533045585,-0.0008776365531376286
2007-08-31,0.0020068764239560824,-0.0018757801410749647,-0.0011075672916498582,0.0022870359958276658,0.007163764000937321,-0.0022835271830220424
2007-09-07,0.0017736916440931317,0.001241038916818515,0.003526945956863554,0.0021331684200062563,0.0017819551374055052,0.00010763496417101296
2007-09-14,0.004851010469743547,0.00684712730908309,0.003086494200313004,-0.00034962138115662687,0.004392208245509564,0.0022505269102353204
2007-09-21,0.0003874200830371565,-0.0017241969644453219,0.002502261370349722,-3.385421345568731e-05,0.013974570078639137,0.0005347312075597104
2007-09-28,0.0033711289842782276,0.002933973260269132,0.006515020995696699,-0.0007254187549456633,0.0036775194910741516,0.004069891460165735
2007-10-05,2.195843795999464e-06,0.0034400296563991766,0.0014166296798443204,0.00020763184765717392,0.0035432898367540296,-0.010109918981713031
2007-10-12,-0.016353439420530507,-0.0035076698180916666,-0.0032850427724169413,0.0030513910556466527,0.0036847855965453564,-0.025719977624654333
2007-10-19,0.0022504861350767734,0.0026225109764238994,-0.0026891630549675093,-0.001501147740046279,0.0034812905531287717,0.024792154835857977
2007-10-26,-0.0012823640116656502,0.002350610780939078,-0.00925671487534169,0.002290689660264699,0.0049952290476455085,-0.02610599867592004
2007-11-02,-0.009041582667245116,-0.03167804908895035,-0.01831225990869367,-0.001166384146039418,0.005267728239226147,-0.004214036675877487
2007-11-09,0.009883379567753417,0.0023011959194795466,0.001204817931569269,0.005976026202105272,-0.026383529440095446,0.008301451641777044
2007-11-16,-0.006157976423710236,-0.009399697163334164,0.0005376133356895197,0.0003593773735737013,0.011184455887796789,-0.003925923453537548
2007-11-23,0.010976713847110353,0.008128120093531888,0.006933190442347825,-0.0010541917849842943,-0.01337979940064168,0.015714962675097605
2007-11-30,0.0073463793170399855,0.007739062179707379,-0.0019323103718541118,-0.004524045844004178,0.004336726424821257,0.00435312763764029
2007-12-07,-0.006064589582627168,-0.0017253495726271123,0.0011931891403030627,0.0007863627173577805,0.00040649692237160504,-0.0018856829398477865
2007-12-14,0.0011072234600040618,0.0031273578001150535,0.00625356585121881,0.0027301524096527883,0.019402431256601148,0.001861408561251318
2007-12-21,0.0017052996454104828,0.00478829407900471,-0.001822673061050749,-0.0003439014100933201,0.015817085949678084,-0.011359061638967088
2007-12-28,-0.0017490023423086798,-0.010646285434964611,-0.00919213040039209,0.00856560168205068,0.010133509247425237,-0.02809835601542054
2008-01-04,0.002907568177862676,0.004370475265647448,-0.014793386350336672,-0.0012754958681447937,0.011918715989373297,0.01487536876970908
2008-01-11,-0.007866821566133417,-0.017879080441254747,-0.017533244106494063,0.00177071256036349,-0.011556288414119743,-0.011902874888227088
2008-01-18,0.005068442148371,0.0020532864372829014,0.02750327428904738,0.00040914932027845706,0.012105942511107947,0.03196034782113311
2008-01-25,0.022166356900724254,0.03192243240998346,0.02438584176740311,-0.003939495880350077,0.004105875491801495,0.02088187390768068
2008-02-01,-0.009556683470780255,-0.013502605405122969,-0.012312785966435966,4.6851868195055496e-05,0.013325108846148756,-0.023030270108116837
2008-02-08,0.008563867863138166,-0.0044540668346033895,0.0022585438536496015,-0.0006763474382268954,-0.0008359858497383089,0.008585322848446009
2008-02-15,-0.0005523038506493463,-0.0062856947052028584,-0.01189067297008654,-0.002740716864688047,0.009815810367407541,0.00045072768218434433
2008-02-22,0.007587985057914347,-0.0030649367092558154,0.0006887161311835111,0.003246233937609394,0.006235258764678697,-0.010233956411905285
2008-02-29,0.0006601641889371177,-0.0008233897362601188,-0.02057439677152518,-0.0012218218499266212,0.0057156614078454245,-0.0005489935883183619
2008-03-07,0.001122534865017328,0.009265387011593343,-0.001703878904856188,0.007658916395517652,0.007376806091080004,0.003217708902605689
2008-03-14,0.0038831111482868375,0.005958742192793264,0.0004818212293528516,-0.0003922429074694233,-0.05610032812474208,0.008759684662738321
2008-03-21,0.00168569412562146,0.005616373040681901,0.0063790407863871515,-6.936610892445373e-05,0.0014014722378187336,-0.001527304830837767
2008-03-28,0.004015037206914905,0.006689120661955826,0.00974646169523329,0.0033796261274922205,-0.007730894137519662,0.019674758144014547
2008-04-04,-0.007038581368372445,-0.006652734547329539,0.0003725395078811172,0.0030254939729251417,0.0030962763987257744,-0.03327294175517582
2008-04-11,0.008438750433785185,0.021781122115186458,0.0024606546375071383,-0.014883846682009375,-0.010320722826052842,0.013586065212874896
2008-04-18,0.0010945216835616719,0.0037847940706377207,0.005382306331128901,0.004678341912489229,-0.019892667292505023,-0.0005792535537369141
2008-04-25,0.005988147043148974,0.015915041606294592,0.0002814150721780287,-0.004773030330355639,0.0018532987256130434,-0.009061735665198405
2008-05-02,-0.0023530595114488475,-0.0032840401776822307,-0.00974544640847737,-0.004351414344731383,0.007905086680311325,-0.015696473552289134
2008-05-09,0.0070246939564444656,0.018721468250122327,0.0025096984075999446,-0.0023382016592717984,0.009617715800082518,0.006464962182909695
2008-05-16,0.0007541215643804844,-0.008469093777732735,-0.0059694888309849755,0.0017039056632564902,0.00560472527280024,-0.03536824029698256
2008-05-23,0.001069139814157212,0.0050108031787710495,0.001939178230519503,0.000378727780886991,-0.008546747997500917,-0.007157736366736156
2008-05-30,-0.0057781312022256335,0.0020853382502189835,3.190851522685298e-05,0.000528243451911299,0.005191513380634212,-0.005754523208605433
2008-06-06,0.006156047605575711,0.00504158152443506,0.0014645276787379456,-0.001087354849186489,-0.001797733823504837,0.003878769144516455
2008-06-13,-0.012948445083601195,-0.013818429167709884,0.005280034879333194,3.519408255622679e-05,0.00875512550716426,-0.021137397337795367
2008-06-20,0.00011597605176499306,0.0011156220839471816,-0.0007170155042527048,0.003873016631146547,0.015499093312726872,-0.006524754721919023
2008-06-27,0.012473376563190225,-0.0012682563751215473,0.0004404905543557557,0.0008939570975603089,0.008299187388311759,0.007497876174138602
2008-07-04,0.0004970375727267276,0.00976680459801623,0.012740073338036353,0.005537477365762211,0.004934067373678443,0.0027026751137145086
2008-07-11,0.011437252687427023,0.008524221314565074,0.0035960196081150355,-0.0010401106043261695,-0.005943010924245322,0.0019032889212785183
2008-07-18,0.002149312540656621,0.0050622363761011115,0.0007856281914346988,0.006092288113992979,0.0034669183316781912,0.0035614913058002145
2008-07-25,-0.0005780598586285874,0.006720172301713165,-0.002686852058641509,0.007086751190022322,-0.0008012750062120116,0.0018917063575753304
2008-08-01,0.0027982756901791107,0.006497458440769714,0.0022936504181822652,-0.0024770507071698996,-0.009857060774123433,0.003946957612842393
2008-08-08,0.002223563015254611,0.0006036409003663377,0.010742862304531293,0.0026275610871145973,-0.02151002498744144,-0.00033642331131909656
2008-08-15,0.0009103802894829333,0.001511146071092238,-0.003972501943236485,-0.0005482945544846765,0.02742215746845172,-0.002811541953394837
2008-08-22,4.567453649239128e-05,-0.008309615783876257,0.0021155648706390443,-0.0025070530277675304,0.01364512099658738,0.004370150445865661
2008-08-29,-0.01294858317453571,-0.012656075874798346,0.00041650181968926926,0.002532964883613093,-0.01496886459351027,-0.00012120994920915745
2008-09-05,0.0041917302358218346,-0.0073411634087649485,0.0010541160149292446,-0.00024238019089779548,-0.033665257019285674,0.0029198690786369215
2008-09-12,0.0009736712011672254,-0.0024042881292490157,0.011487257652526258,0.0006187550610247305,0.10044653132306172,0.0027373217070977684
2008-09-19,-0.0010615470095812094,-0.0052006350383747265,-0.004400400492687489,0.001836847808759414,0.006409262353401927,-0.0007421636744989535
2008-09-26,-0.020663671533094737,-0.053751585792456064,-0.015940516229867314,3.080894770090581e-05,-0.030750121529834078,-0.026716907218067902
2008-10-03,-0.16751128722544456,-0.11861733778679853,-0.12266376177753191,-0.004212086187546751,0.010445593278216474,-0.06194457906597087
2008-10-10,0.03740696587589938,0.01663012770230585,-0.011061218146987796,-0.0002501908107840002,-0.05786163042727445,-0.09682684209979311
2008-10-17,-0.051162412871171375,-0.07288373546678112,-0.10078634283296878,0.0036528361610118176,-0.05693047898313789,-0.16308506185794933
2008-10-24,0.10746054839203666,0.10089363167090162,0.12467487246831598,-0.0025738207343918586,1.9769263251307248e-05,0.15980489950588947
2008-10-31,-0.017071871036577285,-0.04566297885725576,-0.047037033174214656,0.0011582897209505517,0.021243171157292403,-0.06997393751790473
2008-11-07,-0.06337628847023026,-0.05409793136271629,-0.09242867554760786,0.0021890838473680894,0.008131099767948648,-0.17040471469252344
2008-11-14,-0.06333937390600176,-0.07093500551893628,-0.08036776317610182,0.0442522828536096,0.05728471700518046,-0.18629228476899862
2008-11-21,0.10407480431568157,0.07788362372925559,0.12419125429594678,0.013875950585987847,0.016356284037115826,0.20318380269046524
2008-11-28,-0.01571673652014827,-0.005967293870151317,-0.01368299458688962,0.030991138666262602,-0.05078524538378148,0.013714670221721837
2008-12-05,0.02072712526900744,0.03163903519178309,0.02806715887348495,0.004270934954103376,0.04963783440961736,0.033064241859427065
2008-12-12,0.0017269807261050386,0.018331713136366428,0.03168122223566307,0.07247085063148535,0.014922078120205661,0.0656320952929744
2008-12-19,-0.004196816694819193,-0.013401747597449295,-0.0067239007303827114,-0.005583526487650076,0.02133051197682534,-0.008592844066498696
2008-12-26,0.047566213036474604,0.02288493761766198,0.02515563294387434,-0.025119668470601864,0.016228590705801012,-0.007810102188764983
2009-01-02,-0.010141915607757221,0.006878013779911918,-0.005350907714093771,-0.020433156193206382,-0.025619061690205898,-0.045235412533136884
2009-01-09,-0.021271660505791462,0.0005040573888376552,-0.004256977085036048,0.006001890351721311,-0.021156896014467123,-0.0008405070477782008
2009-01-16,-0.015170584707656195,0.0036797532172553817,-0.019304786063240657,-0.04772787884977283,0.026097543478868973,-0.016575882558411872
2009-01-23,0.01661789427322004,0.0065907238805756,-0.0017622765850323525,-0.022383236561925837,0.00823998871939878,-0.017096373238912884
2009-01-30,0.04141122769648031,0.0417648552220837,0.015378799856975144,-0.004872901415906435,-0.01165224173590563,0.0237677346228303
2009-02-06,-0.004609174642070408,-0.0023219619778071508,-0.014284120325629613,0.0008025937093487711,0.01591300820240024,-0.06028901417455243
2009-02-13,-0.01103629903321355,-0.008199513005740846,-0.031267636016670326,0.0005748728417845093,0.02345971770992204,-0.034461117391464596
